File,Type,OrigSize,CompSize,Ratio%,EncTime(ms),DecTime(ms),Correct,ShannonEntropy,MaxEntropy,RepetitionFactor
data/sensor/temperature.csv_115,Huffman,265,117,44.15,0.019,0.012,true,3.4544,3.9069,0.4335
data/sensor/temperature.csv_116,Huffman,266,119,44.74,0.021,0.012,true,3.4882,3.9069,0.4091
data/sensor/temperature.csv_117,Huffman,268,118,44.03,0.019,0.013,true,3.4375,3.9069,0.4135
data/sensor/temperature.csv_118,Huffman,280,126,45.00,0.019,0.013,true,3.5205,3.9069,0.3957
data/sensor/temperature.csv_119,Huffman,269,119,44.24,0.018,0.013,true,3.4775,3.9069,0.3933
data/sensor/temperature.csv_120,Huffman,268,119,44.40,0.025,0.012,true,3.4907,3.9069,0.4023
data/sensor/temperature.csv_121,Huffman,268,121,45.15,0.019,0.012,true,3.5316,3.9069,0.4060
data/sensor/temperature.csv_122,Huffman,267,117,43.82,0.018,0.013,true,3.4376,3.9069,0.3925
data/sensor/temperature.csv_123,Huffman,264,116,43.94,0.018,0.013,true,3.4151,3.9069,0.3969
data/sensor/temperature.csv_124,Huffman,263,116,44.11,0.018,0.012,true,3.4551,3.9069,0.4215
data/sensor/temperature.csv_125,Huffman,263,117,44.49,0.018,0.012,true,3.4612,3.9069,0.4176
data/sensor/temperature.csv_126,Huffman,267,120,44.94,0.019,0.013,true,3.5085,3.9069,0.3698
data/sensor/temperature.csv_127,Huffman,266,120,45.11,0.018,0.012,true,3.5147,3.9069,0.3485
data/sensor/temperature.csv_128,Huffman,259,116,44.79,0.023,0.013,true,3.5019,3.9069,0.4319
data/sensor/temperature.csv_129,Huffman,261,116,44.44,0.018,0.012,true,3.4754,3.9069,0.3938
data/sensor/temperature.csv_130,Huffman,263,118,44.87,0.018,0.012,true,3.4987,3.9069,0.3831
data/sensor/temperature.csv_131,Huffman,268,119,44.40,0.021,0.012,true,3.4840,3.9069,0.3722
data/sensor/temperature.csv_132,Huffman,268,119,44.40,0.019,0.012,true,3.4713,3.9069,0.4023
data/sensor/temperature.csv_133,Huffman,264,118,44.70,0.018,0.013,true,3.4961,3.9069,0.4122
data/sensor/temperature.csv_134,Huffman,264,118,44.70,0.018,0.012,true,3.4771,3.9069,0.4160
data/sensor/temperature.csv_135,Huffman,266,118,44.36,0.018,0.013,true,3.4716,3.9069,0.4318
data/sensor/temperature.csv_136,Huffman,265,119,44.91,0.019,0.012,true,3.4917,3.9069,0.4259
data/sensor/temperature.csv_137,Huffman,267,119,44.57,0.018,0.012,true,3.4835,3.9069,0.3623
data/sensor/temperature.csv_138,Huffman,266,120,45.11,0.018,0.013,true,3.5163,3.9069,0.3826
data/sensor/temperature.csv_139,Huffman,265,118,44.53,0.019,0.012,true,3.4853,3.9069,0.4183
data/sensor/temperature.csv_140,Huffman,433,182,42.03,0.024,0.018,true,3.2924,3.9069,0.5824
data/sensor/temperature.csv_141,Huffman,431,179,41.53,0.023,0.017,true,3.2506,3.9069,0.5944
data/sensor/temperature.csv_142,Huffman,269,121,44.98,0.019,0.013,true,3.5071,3.9069,0.3745
data/sensor/temperature.csv_143,Huffman,268,120,44.78,0.018,0.013,true,3.5067,3.9069,0.3609
data/sensor/temperature.csv_144,Huffman,269,121,44.98,0.019,0.015,true,3.5115,3.9069,0.3858
data/sensor/temperature.csv_145,Huffman,266,119,44.74,0.019,0.012,true,3.4988,3.9069,0.3523
data/sensor/temperature.csv_146,Huffman,266,119,44.74,0.018,0.012,true,3.4944,3.9069,0.3826
data/sensor/temperature.csv_147,Huffman,266,118,44.36,0.020,0.012,true,3.4580,3.9069,0.4091
data/sensor/temperature.csv_148,Huffman,266,120,45.11,0.018,0.013,true,3.5076,3.9069,0.4280
data/sensor/temperature.csv_149,Huffman,263,117,44.49,0.018,0.012,true,3.4852,3.9069,0.4138
data/sensor/temperature.csv_150,Huffman,267,119,44.57,0.019,0.012,true,3.4962,3.9069,0.4415
data/sensor/temperature.csv_151,Huffman,267,120,44.94,0.020,0.012,true,3.5154,3.9069,0.4000
data/sensor/temperature.csv_152,Huffman,265,120,45.28,0.019,0.012,true,3.5351,3.9069,0.3802
data/sensor/temperature.csv_153,Huffman,266,119,44.74,0.018,0.013,true,3.4897,3.9069,0.3864
data/sensor/temperature.csv_154,Huffman,267,119,44.57,0.018,0.012,true,3.4892,3.9069,0.3774
data/sensor/temperature.csv_155,Huffman,267,120,44.94,0.018,0.012,true,3.5047,3.9069,0.3887
data/sensor/temperature.csv_156,Huffman,265,118,44.53,0.018,0.012,true,3.4675,3.9069,0.3688
